article_id,weak_supervision_label,preliminary_model_label,centroid_cosine_similarity,cosine_similarity_band,weak_vs_model_confusion_cell,llm_majority_label,llm_voting_protocol,llm_per_voter_breakdown
v18_1115,1,1,0.7648035883903503,very_high,no_error,0.0,no_vote,no_vote
v18_0765,1,0,0.6924,mid,FP,0.0,org_diverse_0,gq-gpt-oss-20b/OpenAI-OSS=0|gq-gpt-oss-120b/OpenAI-OSS=0|gq-llama-4-scout-17b-16e/Meta=0|gq-qwen3-32b/Alibaba=0|or-minimax-m2.5/MiniMax=0|gq-llama4-scout/Meta=0|ms-ministral-8b/Mistral=0|cb-llama3.1-8
v18_1945,0,1,0.5891603231430054,mid_low,no_error,0.0,no_vote,no_vote
v18_3247,0,0,0.3742603659629822,extreme_low,no_error,0.0,no_vote,no_vote
v18_3002,0,0,0.4402512609958648,low,no_error,0.0,no_vote,no_vote
v18_1432,0,1,0.6710493564605713,mid_high,no_error,0.0,no_vote,no_vote
v18_4200,0,0,0.5479229688644409,low_mid,no_error,0.0,no_vote,no_vote
v18_3095,0,0,0.2580423355102539,extreme_low,no_error,0.0,no_vote,no_vote
v18_2922,0,0,0.3772527575492859,extreme_low,no_error,0.0,no_vote,no_vote
v18_0644,1,0,0.6999,mid,FP,0.0,no_vote,no_vote
v18_1049,0,1,0.6776552796363831,mid_high,no_error,0.0,no_vote,no_vote
v18_3745,0,0,0.4807414412498474,low,no_error,0.0,no_vote,no_vote
v18_4093,0,0,0.5371057987213135,low_mid,no_error,0.0,no_vote,no_vote
v18_4403,0,0,0.4989175796508789,low,no_error,0.0,no_vote,no_vote
v18_0120,1,1,0.6889,mid,TN,0.0,no_vote,no_vote
v18_2052,0,1,0.5148929357528687,low_mid,no_error,0.0,no_vote,no_vote
v18_4258,0,0,0.5346888899803162,low_mid,no_error,0.0,no_vote,no_vote
v18_4888,0,0,0.3003342449665069,extreme_low,no_error,0.0,no_vote,no_vote
v18_4334,0,0,0.5262596607208252,low_mid,no_error,0.0,no_vote,no_vote
v18_4691,0,0,0.2139132022857666,extreme_low,no_error,0.0,no_vote,no_vote
v18_0134,1,1,0.6971,mid,TN,0.0,no_vote,no_vote
v18_2460,0,1,0.5174316167831421,low_mid,no_error,0.0,no_vote,no_vote
v18_1954,0,1,0.583673357963562,mid_low,no_error,0.0,no_vote,no_vote
v18_2463,0,1,0.512903094291687,low_mid,no_error,0.0,no_vote,no_vote
v18_0184,0,0,0.5029,mid,TP,0.0,no_vote,no_vote
v18_1392,0,1,0.6720619201660156,mid_high,no_error,0.0,no_vote,no_vote
v18_2276,0,1,0.6202276349067688,mid,no_error,0.0,no_vote,no_vote
v18_0511,1,0,0.6931,mid,FP,0.0,no_vote,no_vote
v18_4729,0,0,0.5470852255821228,low_mid,no_error,0.0,no_vote,no_vote
v18_4054,0,0,0.4838234186172485,low,no_error,0.0,no_vote,no_vote
v18_3137,0,0,0.414079487323761,low,no_error,0.0,no_vote,no_vote
v18_2669,0,1,0.5798002481460571,mid_low,no_error,0.0,no_vote,no_vote
v18_4773,0,0,0.5457037687301636,low_mid,no_error,0.0,no_vote,no_vote
v18_4861,0,0,0.5312516093254089,low_mid,no_error,0.0,no_vote,no_vote
v18_2117,0,1,0.5034940242767334,low_mid,no_error,0.0,no_vote,no_vote
v18_0251,1,1,0.6941,mid,TN,0.0,no_vote,no_vote
v18_3526,0,0,0.4270629584789276,low,no_error,0.0,no_vote,no_vote
v18_3559,0,0,0.4220399558544159,low,no_error,0.0,no_vote,no_vote
v18_4011,0,0,0.4840880632400512,low,no_error,0.0,no_vote,no_vote
v18_1507,0,1,0.5597198605537415,mid_low,no_error,0.0,no_vote,no_vote
v18_0122,1,1,0.6946,mid,TN,0.0,org_diverse_0,gq-gpt-oss-20b/OpenAI-OSS=0|gq-llama-4-scout-17b-16e/Meta=0|gq-gpt-oss-120b/OpenAI-OSS=0|or-gpt-oss-120b/OpenAI-OSS=0|ms-ministral-8b/Mistral=0|gq-llama4-scout/Meta=0|ms-small-latest/Mistral=0|cb-llam
v18_4259,0,0,0.5307712554931641,low_mid,no_error,0.0,no_vote,no_vote
v18_3333,0,0,0.4311530888080597,low,no_error,0.0,no_vote,no_vote
v18_1871,0,1,0.6464671492576599,mid,no_error,0.0,no_vote,no_vote
v18_3692,0,0,0.4522115588188171,low,no_error,0.0,no_vote,no_vote
v18_0567,0,0,0.4964,low,TP,1.0,org_diverse_1,gq-llama-4-scout-17b-16e/Meta=0|gq-qwen3-32b/Alibaba=1|or-minimax-m2.5/MiniMax=1|cb-llama3.1-8b/Meta=0|ms-ministral-8b/Mistral=1|ms-small-latest/Mistral=1|gq-llama4-scout/Meta=0
v18_1371,0,1,0.6576870679855347,mid_high,no_error,0.0,no_vote,no_vote
v18_3185,0,0,0.4222942888736725,low,no_error,0.0,no_vote,no_vote
v18_3955,0,0,0.4810225367546081,low,no_error,0.0,no_vote,no_vote
v18_1056,0,1,0.6781425476074219,mid_high,no_error,0.0,no_vote,no_vote
v18_0856,1,1,0.7429609298706055,high,no_error,0.0,no_vote,no_vote
v18_3838,0,0,0.4972603917121887,low,no_error,0.0,no_vote,no_vote
v18_2860,0,1,0.6152571439743042,mid,no_error,0.0,no_vote,no_vote
v18_4769,0,0,0.3060604333877563,extreme_low,no_error,0.0,no_vote,no_vote
v18_0776,0,0,0.5038,mid,TP,0.0,no_vote,no_vote
v18_0720,1,1,0.7774,high,TN,0.0,no_vote,no_vote
v18_2710,0,1,0.6250476241111755,mid,no_error,0.0,no_vote,no_vote
v18_2654,0,1,0.5966084599494934,mid_low,no_error,0.0,no_vote,no_vote
v18_4877,0,0,0.5192803144454956,low_mid,no_error,0.0,no_vote,no_vote
v18_0602,0,0,0.4425,low,TP,0.0,no_vote,no_vote
v18_3822,0,0,0.3178744614124298,extreme_low,no_error,0.0,no_vote,no_vote
v18_1244,0,1,0.6563888788223267,mid_high,no_error,0.0,no_vote,no_vote
v18_4845,0,0,0.544173538684845,low_mid,no_error,0.0,no_vote,no_vote
v18_4841,0,0,0.4851738810539245,low,no_error,0.0,no_vote,no_vote
v18_0318,1,0,0.6987,mid,FP,0.0,no_vote,no_vote
v18_0828,1,1,0.6968405246734619,mid_high,no_error,0.0,no_vote,no_vote
v18_3263,0,0,0.4454376995563507,low,no_error,0.0,no_vote,no_vote
v18_0274,0,1,0.504,mid,FN,0.0,org_diverse_0,gq-llama-4-scout-17b-16e/Meta=0|gq-gpt-oss-20b/OpenAI-OSS=0|gq-qwen3-32b/Alibaba=0|gq-gpt-oss-120b/OpenAI-OSS=0|or-gpt-oss-120b/OpenAI-OSS=0|cb-llama3.1-8b/Meta=0|ms-ministral-8b/Mistral=0|ms-small-la
v18_2664,0,1,0.6401922702789307,mid,no_error,0.0,no_vote,no_vote
v18_0549,1,1,0.6977,mid,TN,0.0,no_vote,no_vote
v18_3641,0,0,0.4619054198265075,low,no_error,0.0,no_vote,no_vote
v18_4053,0,0,0.3331141471862793,extreme_low,no_error,0.0,no_vote,no_vote
v18_4892,0,0,0.4925395250320434,low,no_error,0.0,no_vote,no_vote
v18_2934,0,0,0.4119042456150055,low,no_error,0.0,no_vote,no_vote
v18_0605,1,1,0.803,high,TN,0.0,no_vote,no_vote
v18_0896,0,1,0.6833176016807556,mid_high,no_error,0.0,no_vote,no_vote
v18_0527,1,1,0.6903,mid,TN,0.0,no_vote,no_vote
v18_4607,0,0,0.5585618019104004,mid_low,no_error,0.0,no_vote,no_vote
v18_2347,0,1,0.5718477368354797,mid_low,no_error,0.0,no_vote,no_vote
v18_3439,0,0,0.3902004957199096,extreme_low,no_error,0.0,no_vote,no_vote
v18_4998,0,0,0.5124242305755615,low_mid,no_error,0.0,no_vote,no_vote
v18_4826,0,0,0.3680465221405029,extreme_low,no_error,0.0,no_vote,no_vote
v18_3922,0,0,0.4969953298568725,low,no_error,0.0,no_vote,no_vote
v18_0298,0,1,0.4327,low,FN,0.0,no_vote,no_vote
v18_2119,0,1,0.5900331735610962,mid_low,no_error,0.0,no_vote,no_vote
v18_2536,0,1,0.5814636945724487,mid_low,no_error,0.0,no_vote,no_vote
v18_4203,0,0,0.5163114070892334,low_mid,no_error,0.0,no_vote,no_vote
v18_3254,0,0,0.2156660556793213,extreme_low,no_error,0.0,no_vote,no_vote
v18_3725,0,0,0.3387456834316253,extreme_low,no_error,0.0,no_vote,no_vote
v18_1260,0,1,0.6518780589103699,mid_high,no_error,0.0,no_vote,no_vote
v18_1558,0,1,0.6432161331176758,mid,no_error,0.0,no_vote,no_vote
v18_3269,0,0,0.272532045841217,extreme_low,no_error,0.0,no_vote,no_vote
v18_4046,0,0,0.359397292137146,extreme_low,no_error,0.0,no_vote,no_vote
v18_0756,1,1,0.7112,high,TN,0.0,no_vote,no_vote
v18_1010,0,1,0.6554529070854187,mid_high,no_error,0.0,no_vote,no_vote
v18_2794,0,1,0.6145298480987549,mid,no_error,0.0,no_vote,no_vote
v18_2905,0,0,0.4388070106506347,low,no_error,0.0,no_vote,no_vote
v18_1870,0,1,0.6041239500045776,mid,no_error,0.0,no_vote,no_vote
v18_2229,0,1,0.583314061164856,mid_low,no_error,0.0,no_vote,no_vote
v18_1173,0,1,0.6609965562820435,mid_high,no_error,0.0,no_vote,no_vote
v18_1832,0,1,0.557155966758728,mid_low,no_error,0.0,no_vote,no_vote
v18_0376,1,1,0.7179,high,TN,0.0,no_vote,no_vote
v18_3853,0,0,0.4486232399940491,low,no_error,0.0,no_vote,no_vote
v18_3616,0,0,0.3286191821098327,extreme_low,no_error,0.0,no_vote,no_vote
v18_0798,1,1,0.6923161149024963,mid_high,no_error,0.0,no_vote,no_vote
v18_0378,0,0,0.5046,mid,TP,0.0,org_diverse_0,gq-llama-4-scout-17b-16e/Meta=0|gq-gpt-oss-20b/OpenAI-OSS=0|gq-gpt-oss-120b/OpenAI-OSS=0|or-gpt-oss-120b/OpenAI-OSS=0|gq-llama4-scout/Meta=0|ms-ministral-8b/Mistral=0|ms-small-latest/Mistral=0|cb-llam
v18_1158,0,1,0.6797210574150085,mid_high,no_error,0.0,no_vote,no_vote
v18_3819,0,0,0.4450308978557586,low,no_error,0.0,no_vote,no_vote
v18_2792,0,1,0.6302827596664429,mid,no_error,0.0,no_vote,no_vote
v18_2240,0,1,0.5843172669410706,mid_low,no_error,0.0,no_vote,no_vote
v18_4035,0,0,0.4270748496055603,low,no_error,0.0,no_vote,no_vote
v18_2662,0,1,0.5508354902267456,mid_low,no_error,0.0,no_vote,no_vote
v18_4012,0,0,0.4490147531032562,low,no_error,0.0,no_vote,no_vote
v18_2957,0,0,0.3939304947853088,extreme_low,no_error,0.0,no_vote,no_vote
v18_3927,0,0,0.4993018507957458,low,no_error,0.0,no_vote,no_vote
v18_1038,0,1,0.650291383266449,mid_high,no_error,0.0,no_vote,no_vote
v18_3259,0,0,0.4179383516311645,low,no_error,0.0,no_vote,no_vote
v18_1344,0,1,0.6597286462783813,mid_high,no_error,0.0,no_vote,no_vote
v18_2505,0,1,0.6016120910644531,mid,no_error,0.0,no_vote,no_vote
v18_1721,0,1,0.6135393381118774,mid,no_error,0.0,no_vote,no_vote
v18_4663,0,0,0.5764846801757812,mid_low,no_error,0.0,no_vote,no_vote
v18_0175,1,1,0.689,mid,TN,0.0,no_vote,no_vote
v18_4893,0,0,0.5107916593551636,low_mid,no_error,0.0,no_vote,no_vote
v18_1909,0,1,0.574607789516449,mid_low,no_error,0.0,no_vote,no_vote
v18_0045,0,0,0.4004,low,TP,0.0,no_vote,no_vote
v18_3409,0,0,0.40135058760643,low,no_error,0.0,no_vote,no_vote
v18_4674,0,0,0.534989595413208,low_mid,no_error,0.0,no_vote,no_vote
v18_1075,1,1,0.7010629773139954,high,no_error,0.0,no_vote,no_vote
v18_2829,0,1,0.6745190620422363,mid_high,no_error,0.0,no_vote,no_vote
v18_1504,0,1,0.5671077966690063,mid_low,no_error,0.0,no_vote,no_vote
v18_2309,0,1,0.5034873485565186,low_mid,no_error,0.0,no_vote,no_vote
v18_1436,0,1,0.6783289909362793,mid_high,no_error,0.0,no_vote,no_vote
v18_2418,0,1,0.6087725758552551,mid,no_error,0.0,no_vote,no_vote
v18_3986,0,0,0.4950257539749145,low,no_error,0.0,no_vote,no_vote
v18_3098,0,0,0.4428777396678924,low,no_error,0.0,no_vote,no_vote
v18_4588,0,0,0.5356056094169617,low_mid,no_error,0.0,no_vote,no_vote
v18_0283,1,1,0.705,high,TN,0.0,no_vote,no_vote
v18_4918,0,0,0.5476016998291016,low_mid,no_error,0.0,no_vote,no_vote
v18_0842,1,1,0.6877387166023254,mid_high,no_error,0.0,no_vote,no_vote
v18_1513,0,1,0.5917490720748901,mid_low,no_error,0.0,no_vote,no_vote
v18_1168,1,1,0.7215873003005981,high,no_error,0.0,no_vote,no_vote
v18_1592,0,1,0.5574979186058044,mid_low,no_error,0.0,no_vote,no_vote
v18_3460,0,0,0.3857129216194153,extreme_low,no_error,0.0,no_vote,no_vote
v18_3165,0,0,0.3950512111186981,extreme_low,no_error,0.0,no_vote,no_vote
v18_2284,0,1,0.570268452167511,mid_low,no_error,0.0,no_vote,no_vote
v18_3575,0,0,0.4039463996887207,low,no_error,0.0,no_vote,no_vote
v18_4870,0,0,0.4934380054473877,low,no_error,0.0,no_vote,no_vote
v18_2305,0,1,0.6133682727813721,mid,no_error,0.0,no_vote,no_vote
v18_0952,0,1,0.6800501346588135,mid_high,no_error,0.0,no_vote,no_vote
v18_4942,0,0,0.5166809558868408,low_mid,no_error,0.0,no_vote,no_vote
v18_3053,0,0,0.1397788226604461,extreme_low,no_error,0.0,no_vote,no_vote
v18_4559,0,0,0.5628506541252136,mid_low,no_error,0.0,no_vote,no_vote
v18_2685,0,1,0.5332119464874268,low_mid,no_error,0.0,no_vote,no_vote
v18_1489,0,1,0.6711208820343018,mid_high,no_error,0.0,no_vote,no_vote
v18_0927,0,1,0.6573593616485596,mid_high,no_error,0.0,no_vote,no_vote
v18_1209,0,1,0.6529446244239807,mid_high,no_error,0.0,no_vote,no_vote
v18_3973,0,0,0.4491845369338989,low,no_error,0.0,no_vote,no_vote
v18_3545,0,0,0.439487487077713,low,no_error,0.0,no_vote,no_vote
v18_4361,0,0,0.5266268849372864,low_mid,no_error,0.0,no_vote,no_vote
v18_1921,0,1,0.5989817380905151,mid_low,no_error,0.0,no_vote,no_vote
v18_0351,1,1,0.7581,high,TN,0.0,no_vote,no_vote
v18_4898,0,0,0.3815968036651611,extreme_low,no_error,0.0,no_vote,no_vote
v18_3393,0,0,0.4311467707157135,low,no_error,0.0,no_vote,no_vote
v18_2721,0,1,0.6343644857406616,mid,no_error,0.0,no_vote,no_vote
v18_4981,0,0,0.4656403660774231,low,no_error,0.0,no_vote,no_vote
v18_0718,1,0,0.6884,mid,FP,0.0,no_vote,no_vote
v18_2702,0,1,0.525588870048523,low_mid,no_error,0.0,no_vote,no_vote
v18_2722,0,1,0.5894883871078491,mid_low,no_error,0.0,no_vote,no_vote
v18_4561,0,0,0.4999441504478454,low,no_error,0.0,no_vote,no_vote
v18_0308,0,1,0.5039,mid,FN,0.0,org_diverse_0,gq-llama-4-scout-17b-16e/Meta=0|gq-gpt-oss-20b/OpenAI-OSS=0|gq-gpt-oss-120b/OpenAI-OSS=0|or-gpt-oss-120b/OpenAI-OSS=0|or-minimax-m2.5/MiniMax=0|ms-small-latest/Mistral=0|ms-ministral-8b/Mistral=0|gq-l
v18_1675,0,1,0.6074541211128235,mid,no_error,0.0,no_vote,no_vote
v18_0833,0,1,0.6693583130836487,mid_high,no_error,0.0,no_vote,no_vote
v18_0366,0,0,0.5025,mid,TP,0.0,org_diverse_0,gq-llama-4-scout-17b-16e/Meta=0|gq-llama-3.3-70b/Meta=0|gq-gpt-oss-20b/OpenAI-OSS=0|gq-gpt-oss-120b/OpenAI-OSS=0|or-gpt-oss-120b/OpenAI-OSS=0|cb-llama3.1-8b/Meta=0|ms-ministral-8b/Mistral=0|gq-llama4-
v18_4506,0,0,0.3582893908023834,extreme_low,no_error,0.0,no_vote,no_vote
v18_2078,0,1,0.551433265209198,mid_low,no_error,0.0,no_vote,no_vote
v18_4038,0,0,0.48603156208992,low,no_error,0.0,no_vote,no_vote
v18_4846,0,0,0.5354451537132263,low_mid,no_error,0.0,no_vote,no_vote
v18_4479,0,0,0.0817464888095855,extreme_low,no_error,0.0,no_vote,no_vote
v18_1746,0,1,0.5984852313995361,mid_low,no_error,0.0,no_vote,no_vote
v18_0019,1,0,0.6882,mid,FP,0.0,no_vote,no_vote
v18_1322,0,1,0.6684110164642334,mid_high,no_error,0.0,no_vote,no_vote
v18_3567,0,0,0.4349799156188965,low,no_error,0.0,no_vote,no_vote
v18_2521,0,1,0.6826744079589844,mid_high,no_error,0.0,no_vote,no_vote
v18_0218,0,0,0.5046,mid,TP,0.0,org_diverse_0,gq-llama-4-scout-17b-16e/Meta=0|gq-gpt-oss-20b/OpenAI-OSS=0|gq-gpt-oss-120b/OpenAI-OSS=0|gq-qwen3-32b/Alibaba=0|or-gpt-oss-120b/OpenAI-OSS=0|cb-llama3.1-8b/Meta=0|ms-ministral-8b/Mistral=0|gq-llama4-s
v18_1487,0,1,0.6540109515190125,mid_high,no_error,0.0,no_vote,no_vote
v18_0438,1,0,0.6956,mid,FP,0.0,org_diverse_0,gq-gpt-oss-120b/OpenAI-OSS=0|gq-llama-4-scout-17b-16e/Meta=0|gq-qwen3-32b/Alibaba=0|gq-gpt-oss-20b/OpenAI-OSS=0|ms-ministral-8b/Mistral=0|ms-small-latest/Mistral=0
v18_4174,0,0,0.5312987565994263,low_mid,no_error,0.0,no_vote,no_vote
v18_2750,1,1,0.7143861055374146,high,no_error,0.0,no_vote,no_vote
v18_3288,0,0,0.435768723487854,low,no_error,0.0,no_vote,no_vote
v18_3433,0,0,0.2977868318557739,extreme_low,no_error,0.0,no_vote,no_vote
v18_2525,0,1,0.566206693649292,mid_low,no_error,0.0,no_vote,no_vote
v18_4650,0,0,0.4792855679988861,low,no_error,0.0,no_vote,no_vote
v18_3688,0,0,0.4748396277427673,low,no_error,0.0,no_vote,no_vote
v18_2763,0,1,0.6442111134529114,mid,no_error,0.0,no_vote,no_vote
v18_0802,1,1,0.7042429447174072,high,no_error,0.0,no_vote,no_vote
v18_2997,0,0,0.4302726089954376,low,no_error,0.0,no_vote,no_vote
v18_2228,0,1,0.6004258394241333,mid,no_error,0.0,no_vote,no_vote
v18_4785,0,0,0.5789784789085388,mid_low,no_error,0.0,no_vote,no_vote
v18_2077,0,1,0.5632689595222473,mid_low,no_error,0.0,no_vote,no_vote
v18_0582,0,0,0.5054,mid,TP,0.0,no_vote,no_vote
v18_0203,1,1,0.7888,high,TN,0.0,no_vote,no_vote
v18_4346,0,0,0.5158787965774536,low_mid,no_error,0.0,no_vote,no_vote
v18_3478,0,0,0.4154332876205444,low,no_error,0.0,no_vote,no_vote
v18_2929,0,0,0.4465292096138,low,no_error,0.0,no_vote,no_vote
v18_3085,0,0,0.4312871992588043,low,no_error,0.0,no_vote,no_vote
v18_1018,1,1,0.7044662237167358,high,no_error,0.0,no_vote,no_vote
v18_1583,0,1,0.6350226402282715,mid,no_error,0.0,no_vote,no_vote
v18_1032,0,1,0.6511193513870239,mid_high,no_error,0.0,no_vote,no_vote
v18_1718,0,1,0.6259104609489441,mid,no_error,0.0,no_vote,no_vote
v18_1281,1,1,0.7015389204025269,high,no_error,0.0,no_vote,no_vote
v18_2498,0,1,0.5704378485679626,mid_low,no_error,0.0,no_vote,no_vote
v18_3350,0,0,0.3588549494743347,extreme_low,no_error,0.0,no_vote,no_vote
v18_0517,1,0,0.6977,mid,FP,0.0,no_vote,no_vote
v18_1747,0,1,0.6416431665420532,mid,no_error,0.0,no_vote,no_vote
v18_4652,0,0,0.5499749183654785,low_mid,no_error,0.0,no_vote,no_vote
v18_3732,0,0,0.413164883852005,low,no_error,0.0,no_vote,no_vote
v18_0668,1,1,0.6949,mid,TN,0.0,org_diverse_0,gq-qwen3-32b/Alibaba=0|gq-llama-4-scout-17b-16e/Meta=0|gq-llama4-scout/Meta=0|ms-ministral-8b/Mistral=0|cb-llama3.1-8b/Meta=0|ms-small-latest/Mistral=1
v18_4059,0,0,0.4799963533878326,low,no_error,0.0,no_vote,no_vote
v18_3026,0,0,0.4240646064281463,low,no_error,0.0,no_vote,no_vote
v18_4932,0,0,0.5691246390342712,mid_low,no_error,0.0,no_vote,no_vote
v18_3286,0,0,0.1487304270267486,extreme_low,no_error,0.0,no_vote,no_vote
v18_2650,0,1,0.5801074504852295,mid_low,no_error,0.0,no_vote,no_vote
v18_4453,0,0,0.458722174167633,low,no_error,0.0,no_vote,no_vote
v18_3192,0,0,0.4113536477088928,low,no_error,0.0,no_vote,no_vote
v18_2124,0,1,0.6103435754776001,mid,no_error,0.0,no_vote,no_vote
v18_3375,0,0,0.3786776959896087,extreme_low,no_error,0.0,no_vote,no_vote
v18_3392,0,0,0.3975949883460998,extreme_low,no_error,0.0,no_vote,no_vote
v18_3485,0,0,0.4204410016536712,low,no_error,0.0,no_vote,no_vote
v18_0759,1,0,0.6981,mid,FP,0.0,no_vote,no_vote
v18_3379,0,0,0.4045658707618713,low,no_error,0.0,no_vote,no_vote
v18_4440,0,0,0.448501318693161,low,no_error,0.0,no_vote,no_vote
v18_2526,0,1,0.6852512359619141,mid_high,no_error,0.0,no_vote,no_vote
v18_4858,0,0,0.5486862063407898,low_mid,no_error,0.0,no_vote,no_vote
v18_0907,0,1,0.6620141267776489,mid_high,no_error,0.0,no_vote,no_vote
v18_2683,0,1,0.632068395614624,mid,no_error,0.0,no_vote,no_vote
v18_0214,0,0,0.4464,low,TP,0.0,org_diverse_0,gq-gpt-oss-20b/OpenAI-OSS=0|gq-llama-4-scout-17b-16e/Meta=0|gq-gpt-oss-120b/OpenAI-OSS=0|or-gpt-oss-120b/OpenAI-OSS=0|ms-ministral-8b/Mistral=0|ms-small-latest/Mistral=0|cb-llama3.1-8b/Meta=1
v18_3331,0,0,0.3530978262424469,extreme_low,no_error,0.0,no_vote,no_vote
v18_4458,0,0,0.5744731426239014,mid_low,no_error,0.0,no_vote,no_vote
v18_0693,1,1,0.6898,mid,TN,0.0,org_diverse_0,gq-llama-4-scout-17b-16e/Meta=0|gq-gpt-oss-20b/OpenAI-OSS=0|gq-gpt-oss-120b/OpenAI-OSS=0|or-gpt-oss-120b/OpenAI-OSS=0|ms-ministral-8b/Mistral=0|ms-small-latest/Mistral=0
v18_1503,0,1,0.5535392761230469,mid_low,no_error,0.0,no_vote,no_vote
v18_2414,0,1,0.572059154510498,mid_low,no_error,0.0,no_vote,no_vote
v18_2118,0,1,0.624700665473938,mid,no_error,0.0,no_vote,no_vote
v18_3858,0,0,0.4631932973861694,low,no_error,0.0,no_vote,no_vote
v18_2462,0,1,0.6350566744804382,mid,no_error,0.0,no_vote,no_vote
v18_3635,0,0,0.3586537539958954,extreme_low,no_error,0.0,no_vote,no_vote
v18_4105,0,0,0.5230799913406372,low_mid,no_error,0.0,no_vote,no_vote
v18_4478,0,0,0.5356622338294983,low_mid,no_error,0.0,no_vote,no_vote
v18_0196,0,0,0.3016,low,TP,0.0,no_vote,no_vote
v18_4667,0,0,0.5393945574760437,low_mid,no_error,0.0,no_vote,no_vote
v18_1543,0,1,0.585106372833252,mid_low,no_error,0.0,no_vote,no_vote
v18_1330,0,1,0.6556298732757568,mid_high,no_error,0.0,no_vote,no_vote
v18_0879,1,1,0.7182689309120178,high,no_error,0.0,no_vote,no_vote
v18_4502,0,0,0.5280464887619019,low_mid,no_error,0.0,no_vote,no_vote
v18_3501,0,0,0.4434787929058075,low,no_error,0.0,no_vote,no_vote
v18_3894,0,0,0.4105916023254394,low,no_error,0.0,no_vote,no_vote
v18_4990,0,0,0.4863860607147217,low,no_error,0.0,no_vote,no_vote
v18_0887,0,1,0.6809400916099548,mid_high,no_error,0.0,no_vote,no_vote
v18_1345,1,1,0.7080034613609314,high,no_error,0.0,no_vote,no_vote
v18_0068,0,0,0.503,mid,TP,0.0,no_vote,no_vote
v18_4210,0,0,0.5370734930038452,low_mid,no_error,0.0,no_vote,no_vote
v18_1815,0,1,0.5689122676849365,mid_low,no_error,0.0,no_vote,no_vote
v18_0568,0,0,0.502,mid,TP,0.0,no_vote,no_vote
v18_2167,0,1,0.5483121871948242,low_mid,no_error,0.0,no_vote,no_vote
v18_0096,1,1,0.7524,high,TN,0.0,no_vote,no_vote
v18_4181,0,0,0.5035442113876343,low_mid,no_error,0.0,no_vote,no_vote
v18_3353,0,0,0.3736407160758972,extreme_low,no_error,0.0,no_vote,no_vote
v18_0139,1,1,0.6979,mid,TN,0.0,no_vote,no_vote
v18_4954,0,0,0.5127953290939331,low_mid,no_error,0.0,no_vote,no_vote
v18_2602,0,1,0.5507135391235352,mid_low,no_error,0.0,no_vote,no_vote
v18_4023,0,0,0.4490031003952026,low,no_error,0.0,no_vote,no_vote
v18_4772,0,0,0.5736674070358276,mid_low,no_error,0.0,no_vote,no_vote
v18_1606,0,1,0.6478683948516846,mid,no_error,0.0,no_vote,no_vote
v18_1629,0,1,0.6352341175079346,mid,no_error,0.0,no_vote,no_vote
v18_1539,0,1,0.5961031317710876,mid_low,no_error,0.0,no_vote,no_vote
v18_1694,0,1,0.6268764734268188,mid,no_error,0.0,no_vote,no_vote
v18_2059,0,1,0.5727584362030029,mid_low,no_error,0.0,no_vote,no_vote
v18_0463,1,0,0.6917,mid,FP,0.0,org_diverse_0,gq-llama-4-scout-17b-16e/Meta=0|gq-gpt-oss-120b/OpenAI-OSS=0|gq-gpt-oss-20b/OpenAI-OSS=0|or-gpt-oss-120b/OpenAI-OSS=0|ms-ministral-8b/Mistral=0|cb-llama3.1-8b/Meta=1|ms-small-latest/Mistral=0
v18_2330,0,1,0.6502864360809326,mid_high,no_error,0.0,no_vote,no_vote
v18_3043,0,0,0.3063934445381164,extreme_low,no_error,0.0,no_vote,no_vote
v18_4734,0,0,0.528031587600708,low_mid,no_error,0.0,no_vote,no_vote
v18_0594,0,1,0.5004,mid,FN,0.0,org_diverse_0,gq-llama-4-scout-17b-16e/Meta=0|gq-gpt-oss-120b/OpenAI-OSS=0|gq-gpt-oss-20b/OpenAI-OSS=0|ms-ministral-8b/Mistral=0|cb-llama3.1-8b/Meta=1|ms-small-latest/Mistral=0
v18_3814,0,0,0.4491432309150696,low,no_error,0.0,no_vote,no_vote
v18_0625,1,0,0.7558,high,FP,0.0,no_vote,no_vote
v18_0450,0,0,0.5058,mid,TP,0.0,no_vote,no_vote
v18_1499,0,1,0.6252658367156982,mid,no_error,0.0,no_vote,no_vote
v18_2456,0,1,0.5602174401283264,mid_low,no_error,0.0,no_vote,no_vote
v18_4722,0,0,0.5491299629211426,low_mid,no_error,0.0,no_vote,no_vote
v18_2984,0,0,0.4437509477138519,low,no_error,0.0,no_vote,no_vote
v18_1569,0,1,0.633346438407898,mid,no_error,0.0,no_vote,no_vote
v18_1034,0,1,0.6553939580917358,mid_high,no_error,0.0,no_vote,no_vote
v18_3518,0,0,0.3869619071483612,extreme_low,no_error,0.0,no_vote,no_vote
v18_1557,0,1,0.5880242586135864,mid_low,no_error,0.0,no_vote,no_vote
v18_3624,0,0,0.488381564617157,low,no_error,0.0,no_vote,no_vote
v18_4664,0,0,0.5532055497169495,mid_low,no_error,0.0,no_vote,no_vote
v18_0150,0,0,0.5045,mid,TP,0.0,no_vote,no_vote
v18_1420,0,1,0.6717606782913208,mid_high,no_error,0.0,no_vote,no_vote
v18_2011,0,1,0.5536520481109619,mid_low,no_error,0.0,no_vote,no_vote
v18_2686,1,1,0.6871813535690308,mid_high,no_error,0.0,no_vote,no_vote
v18_1786,0,1,0.5594379901885986,mid_low,no_error,0.0,no_vote,no_vote
