article_id,headline,corpus_batch,SMI_score,SMI_label,human_label
v18_2794,সিনেপ্লেক্সে ‘আয়নাবাজি’র বাজিমাত,corpus_expansion_5000,0.8399458396436508,1,1
v18_2905,যুক্তরাজ্যে রপ্তানি হবে নবাবগঞ্জের আম,corpus_expansion_5000,0.1900918089953352,0,0
v18_1870,"ট্রলারডুবি: ৬ লাশ উদ্ধার, অভিযান শেষ",corpus_expansion_5000,0.11114977752989803,0,1
v18_2229,"হোক ওরা জঙ্গি, ওদের শিশুদের বাঁচান",corpus_expansion_5000,0.36898453975431067,0,1
v18_1173,লেস্টারের এই হাল!,corpus_expansion_5000,0.8552966653621286,1,1
v18_1832,১৩৫ বছর বয়সী বৃদ্ধার মৃত্যু!,corpus_expansion_5000,0.8516062024164845,1,1
v18_0376,পর্দা উঠছে ঢাকা লিট ফেস্টের,new_high_w1_pany,0.8282355492157261,1,1
v18_3853,আইওএসকোতে যাচ্ছেন বিএসইসির নির্বাহী পরিচালক,corpus_expansion_5000,0.22311587068072297,0,0
v18_3616,আমরইল চা-বাগানে শ্রমিকদের কর্মবিরতি,corpus_expansion_5000,0.14673715033279403,0,0
v18_0798,নৌকার চাপায় নিহত,corpus_expansion_5000,0.4413369854724032,1,1
v18_0378,টিপিপিতে ঢাকার অংশগ্রহণ প্রত্যাশা করে ওয়াশিংটন,v17_reused,0.3393728111437927,0,0
v18_1158,‘গণহত্যার পর বডি বিল্ডাররূপে দাঁড়ান ব্রেইভিক’,corpus_expansion_5000,0.127297206046095,0,1
v18_3819,হাওরে ধান কাটতে যাচ্ছে চট্টগ্রামের শ্রমিকরা,corpus_expansion_5000,0.1133379569328199,0,0
v18_2792,‘রিভিউ চাইবেন’ মুফতি হান্নান,corpus_expansion_5000,0.09345214088369544,0,1
v18_2240,জঙ্গিবাদের সঙ্গে ইসলামের দূরতম সম্পর্কও নেই,corpus_expansion_5000,0.4986454219465896,1,1
v18_4035,"‘দেশের মানুষ আগের চেয়ে ভালো খাচ্ছে, ভালো পরছে’",corpus_expansion_5000,0.3082112784635874,0,0
v18_2662,"থাই অবকাশযাপন কেন্দ্রে বিস্ফোরণ, নিহত ১",corpus_expansion_5000,0.2411447352040636,0,1
v18_4012,চবিতে নতুন প্রক্টর নিয়োগ,corpus_expansion_5000,0.14074188085942457,0,0
v18_2957,আফ্রো - এশিয়া কাপের তৃতীয় আসর হবে কেনিয়ায়,corpus_expansion_5000,0.4592178922204229,1,0
v18_3927,মেহেরপুর জেলা সভাপতির ইন্তেকালে পীর সাহেব চরমোনাই’র শোক,corpus_expansion_5000,0.9019170330102421,1,0
v18_1038,দামুড়হুদায় ডাকাতি,corpus_expansion_5000,0.5690938689597135,1,1
v18_3259,হামজা ব্রিগেডকে অর্থায়ন: গার্মেন্ট ব্যবসায়ীর জবানবন্দি,corpus_expansion_5000,0.13231908616066826,0,0
v18_1344,‘এসিড’ হামলার শিকার দম্পতি,corpus_expansion_5000,0.0945363922261271,0,1
v18_2505,দিল্লিতে গণধর্ষণ: চিকিৎসা নিতে সিঙ্গাপুরে গেল মেয়েটি,corpus_expansion_5000,0.16377011395146804,0,1
v18_1721,সন্ত্রাসের জবাব হবে ‘নির্দয়’,corpus_expansion_5000,0.227963616271505,0,1
v18_4663,আখাউড়ার দুই ইউপি চেয়ারম্যানের শপথ আটকে গেল,corpus_expansion_5000,0.32263931900913917,0,0
v18_0175,বিভাজন নিয়ে শিরদাঁড়া উঁচু করবেন কীভাবে: ফখরুলকে কাদের,new_mid_w1_p1,0.37132150058833363,0,1
v18_4893,১২ মাস পর খেলায় ফিরে ১৪ রানে আউট বিজয়,corpus_expansion_5000,0.6943585338747226,1,0
v18_1909,হত্যা মামলায় ৬ জনের যাবজ্জীবন,corpus_expansion_5000,0.09238855429688224,0,1
v18_0045,সাপ নিয়েই কেটে গেল ষাট বছর,new_low_w0_pany,0.28008474130873345,0,0
v18_3409,নতুন ডিজাইনে মোবাইল ওয়েব অ্যাপ ও গুগল অফলাইন,corpus_expansion_5000,0.4165568777450921,0,0
v18_4674,মনে হয় একদিন সব ঠিক হয়ে যাবে,corpus_expansion_5000,0.7384126165357974,1,0
v18_1075,‘জিন’ তাড়ানোর নামে শিশু হত্যার অভিযোগ,corpus_expansion_5000,0.18332545979262563,0,1
v18_2829,‘ওয়াজির’ নিয়ে নাখোশ কেন অমিতাভ,corpus_expansion_5000,0.8247798241919257,1,1
v18_1504,‘মিস ইউনিভার্স ২০১৮’,corpus_expansion_5000,0.5568147099660213,1,1
v18_2309,‘গোটা মালয়েশিয়ার’ মোবাইল ডেটা বেহাত,corpus_expansion_5000,0.15853345779062764,0,1
v18_1436,জঙ্গিবাদ ভবিষ্যতের জন্য চ্যালেঞ্জ: আইজিপি,corpus_expansion_5000,0.3927271854371199,0,1
v18_2418,"‘জিনের বাদশা’ সেজে প্রতারণা, গ্রেপ্তার ৬",corpus_expansion_5000,0.2720643639066476,0,1
v18_3986,রূপপুরের তেজস্ক্রিয় বর্জ্য ব্যবস্থাপনার খসড়ায় সায়,corpus_expansion_5000,0.17330535732924368,0,0
v18_3098,"পানি নেই, রোগী নিচ্ছে না ফজিলাতুন্নেছা হাসপাতাল",corpus_expansion_5000,0.5322668994455882,1,0
v18_4588,ডি-এইট সম্মেলন আয়োজন করবে বাংলাদেশ,corpus_expansion_5000,0.28008474130873345,0,0
v18_0283,চট্টগ্রামে হাতবোমায় দুই সাংবাদিক আহত,new_high_w1_pany,0.1376632225812086,0,1
v18_4918,'গণঅভ্যূত্থানে সরকারের পতন ঘটানো হবে',corpus_expansion_5000,0.12463379690311131,0,0
v18_0842,আফগানিস্তানে গাড়িবোমা হামলায় নিহত ১,corpus_expansion_5000,0.2411447352040636,0,1
v18_1513,ভারতীয় গোলায় নয় পাকিস্তানি নিহত!,corpus_expansion_5000,0.5780316606905712,1,1
v18_1168,"গণপিটুনিতে ছাত্রহত্যা: তদন্ত শুরু, ২ জন রিমান্ডে",corpus_expansion_5000,0.09744364620977584,0,1
v18_1592,কুষ্টিয়ায় কথিত বন্দুকযুদ্ধে ২ ‘ডাকাত’ নিহত,corpus_expansion_5000,0.1133379569328199,0,1
v18_3460,চিকিৎসক সংকটে মেলে না কাঙ্ক্ষিত সেবা,corpus_expansion_5000,0.19573380419737688,0,0
v18_3165,পিরোজপুরে শিক্ষক লাঞ্ছনা তদন্তে আরও এক কমিটি,corpus_expansion_5000,0.21808828163078725,0,0
v18_2284,"ধর্ষণের অভিযোগে পুলিশসহ ৪ জনের বিরুদ্ধে মামলা, এসআই ক্লোজড",corpus_expansion_5000,0.11858844106921634,0,1
v18_3575,আড়াইশ টাকার যন্ত্র সেচ খরচ কমাবে ৪০ ভাগ,corpus_expansion_5000,0.33754438072065696,0,0
v18_4870,যুক্তরাষ্ট্রে শিগগিরই অনুমোদন পেতে যাচ্ছে মডার্নার ভ্যাকসিন,corpus_expansion_5000,0.32263931900913917,0,0
v18_2305,৬ সেপ্টেম্বর: আজকের ধাঁধা,corpus_expansion_5000,0.4413369854724032,1,1
v18_0952,ময়মনসিংহে বোমা হামলা: বিচার হয়নি ১৫ বছরে,corpus_expansion_5000,0.2396217554773635,0,1
v18_4942,কোলনকে হারিয়ে পঞ্চম স্থানে লেভারকুসেন,corpus_expansion_5000,0.22311587068072297,0,0
v18_3053,জিম্বাবুয়ের ক্রিকেটারদের চেয়ে কম বেতন পান সাকিব-তামিমরা,corpus_expansion_5000,0.3110605656241452,0,0
v18_4559,নয় ইউপিতে একমাত্র ‘সাধারণ’ নারী জাহানারা,corpus_expansion_5000,0.21958995395437764,0,0
v18_2685,‘সামনে এগোতে করতে হবে গণহত্যার বিচার’,corpus_expansion_5000,0.28152056024905125,0,1
v18_1489,"নেত্রকোনায় শিশু ধর্ষণ, যুবক আটক",corpus_expansion_5000,0.10658607074520558,0,1
v18_0927,ইরাকে বোমা হামলায় নিহত ৪৪,corpus_expansion_5000,0.1531644268793873,0,1
v18_1209,ভারতে নির্বাচন: গণমাধ্যম কেন ‘গণের’ মনোভাব বুঝতে পারে না!,corpus_expansion_5000,0.6760172754569401,1,1
v18_3973,মাত্র ১ শতাংশ মানুষ কর দেন: এনবিআর চেয়ারম্যান,corpus_expansion_5000,0.7628608656713506,1,0
v18_3545,প্রাইভেট খাতে উন্মুক্ত করে দেয়া হচ্ছে স্যাটেলাইট ও সাবমেরিন ক্যাবল,corpus_expansion_5000,0.0945363922261271,0,0
v18_4361,রাত পোহালে প্রতিবাদ ধীরে ধীরে প্রতিরোধ- মান্না,corpus_expansion_5000,0.17622106900317108,0,0
v18_1921,সীতাকুণ্ডে সড়ক দুর্ঘটনায় নিহত ৫,corpus_expansion_5000,0.16079228470839807,0,1
v18_0351,"গোপালগঞ্জে প্রাইভেটকার চাপায় কলেজছাত্রীর মৃত্যু, মহাসড়ক অবরোধ",new_high_w1_pany,0.7925423395600202,1,1
v18_4898,‘সিরিয়ায় নিরাপদ অঞ্চল প্রতিষ্ঠার চুক্তি কার্যকর হয়েছে’,corpus_expansion_5000,0.09308428396933952,0,0
v18_3393,চট্টগ্রাম নগরীতে হচ্ছে উন্মুক্ত উদ্যান,corpus_expansion_5000,0.3451374483123983,0,0
v18_2721,‘পচা শামুকে’ পা কাটল চেন্নাইয়ের,corpus_expansion_5000,0.47393140328115213,1,1
v18_4981,নতুন মধ্যবিত্ত উদার গণতন্ত্রে আগ্রহী নয়?,corpus_expansion_5000,0.9208692842873418,1,0
v18_0718,মাগুরায় কিশোরীকে ধর্ষণের অভিযোগ,new_mid_w1_p0,0.5332547558128448,1,0
v18_2702,"৫০ কোটি টাকা নিয়ে উল্টালো বাস, আহত ৮",corpus_expansion_5000,0.0945363922261271,0,1
v18_2722,দুই স্থানে সড়ক দুর্ঘটনায় নিহত ২ আহত ৩,corpus_expansion_5000,0.15609222625999986,0,1
v18_4561,বিশনয়ের স্পিনে ব্যাটিং বিপর্যয়ে বাংলাদেশ,corpus_expansion_5000,0.4235101483747512,1,0
v18_0308,শ্যামল মিত্রকে স্মরণ,v17_reused,0.4976972215206792,1,0
v18_1675,বাসচাপায় নিহত ১,corpus_expansion_5000,0.17491898592996105,0,1
v18_0833,"পাকিস্তানে ড্রোন হামলা, নিহত ৯",corpus_expansion_5000,0.10948252504348162,0,1
v18_0366,রেলওয়ের জমিতে পশুর হাট বন্ধের নির্দেশ,v17_reused,0.14303868621675692,0,0
v18_4506,পর্যটন শিল্প বিকাশে উদ্যোগ গ্রহণের আহ্বান,corpus_expansion_5000,0.36835127139997426,0,0
v18_2078,৬৩ বছর পর বই ফেরত,corpus_expansion_5000,0.2601425988962303,0,1
v18_4038,ঈদের ছুটির আগে চাঙ্গাভাব পুঁজিবাজারে,corpus_expansion_5000,0.4413369854724032,1,0
v18_4846,প্রাইভেসি সমাধানে ফেইসবুক-কে জ্যাক মা’র আহ্বান,corpus_expansion_5000,0.24567625151580966,0,0
v18_4479,কত হবে ফোর-জির গতি,corpus_expansion_5000,0.25287917411975597,0,0
v18_1746,লাহোরে আত্মঘাতী বোমায় নিহত ৬৫,corpus_expansion_5000,0.29201675595757043,0,1
v18_0019,"লুটপাটকারীদের খবর নেই, ‘নিরপরাধ’ খালেদা জিয়া কারাগারে",new_mid_w1_p0,0.12252823691761389,0,0
v18_1322,বঙ্গবন্ধুর ‘অসমাপ্ত আত্মজীবনী’ নকল: গ্রেপ্তার ২,corpus_expansion_5000,0.092840404417389,0,1
v18_3567,অভিবাসন খাতে স্বচ্ছতা ও জবাবদিহি তৈরি করতে হবে,corpus_expansion_5000,0.09340097178488237,0,0
v18_2521,‘সিডর’–এর সংগ্রাম চলছে,corpus_expansion_5000,0.3921913672632442,0,1
v18_0218,দীঘিনালায় ছয় শতাধিক তামাকচুল্লিতে পুড়ছে কাঠ,v17_reused,0.15751401678324867,0,0
v18_1487,"১০ জেলায় হামলা, ভাঙচুর, আগুন",corpus_expansion_5000,0.3090399381405155,0,1
v18_0438,চট্টগ্রামে দুপুরের ব্যস্ত রাস্তায় গুলি করে হত্যা,v17_reused,0.0945363922261271,0,0
v18_4174,দুর্যোগ মোকাবেলা করতে পারে এমন ধান উদ্ভাবন করুন: প্রধানমন্ত্রী,corpus_expansion_5000,0.24658569031706137,0,0
v18_2750,হামলার পর আবার মামলা দুরভিসন্ধিমূলক: মওদুদ,corpus_expansion_5000,0.12923049925506874,0,1
v18_3288,কন্টেইনার জাহাজ বানাচ্ছে ওয়েস্টার্ন মেরিন,corpus_expansion_5000,0.13250597082700874,0,0
v18_3433,নতুন তালিকায় ভোটার কমছে এক কোটি,corpus_expansion_5000,0.17003443688738976,0,0
v18_2525,স্ক্রিপাল হত্যাচেষ্টায় সন্দেহভাজন ২ রুশ অপরাধী নন: পুতিন,corpus_expansion_5000,0.1353199798207458,0,1
v18_4650,'১৫ অগাস্ট জন্মদিন পালন সংবিধান অবমামনার শামিল',corpus_expansion_5000,0.08887920582476057,0,0
v18_3688,"সংসদে সক্রিয়, বাইরে ক্ষমতাহীন",corpus_expansion_5000,0.09166919898354914,0,0
v18_2763,"‘ছেলের দেহে করোনাভাইরাস, গুলি করবে পুলিশ’ গুজবে সাতক্ষীরায় মায়ের মৃত্যু",corpus_expansion_5000,0.0945363922261271,0,1
v18_0802,হামলার ‘লক্ষ্য’ যোগাযোগ ব্যবস্থা,corpus_expansion_5000,0.2145867838114902,0,1
v18_2997,একাদশ শ্রেণির ভর্তিতে অতিরিক্ত টাকা আদায়,corpus_expansion_5000,0.1019385886310648,0,0
v18_2228,আকাশি-সাদায় শেষ মেসির!,corpus_expansion_5000,0.8856381136234749,1,1
v18_4785,৩২ ঘণ্টা পর নিভল সুন্দরবনের আগুন,corpus_expansion_5000,0.16260839235845012,0,0
v18_2077,"মন্দির নিয়ে সংঘর্ষে আহত ২৫, সড়ক অবরোধ",corpus_expansion_5000,0.4014971739057278,0,1
v18_0582,সাকিবকে নিয়ে মুশফিক হারালেন নিজেকেই,new_mid_w0_p0,0.5057995213474987,1,0
v18_0203,চেক প্রতারণা মামলায় সিএসই সদস্য জয়নুলের বিরুদ্ধে গ্রেপ্তারি পরোয়ানা,new_high_w1_pany,0.1133379569328199,0,1
v18_4346,চীন-নেপাল প্রথম যৌথ সামরিক মহড়া শুরু,corpus_expansion_5000,0.30093381222399707,0,0
v18_3478,গরম আরও কয়েক দিন বাড়ছে জ্বর ডায়রিয়া,corpus_expansion_5000,0.35648912968706037,0,0
v18_2929,"রফতানিতে নগদ সহায়তা, উৎসে কর কমল",corpus_expansion_5000,0.16079228470839807,0,0
v18_3085,বন্দর ও কাস্টম হাউস সপ্তাহে ছয় দিন খোলা রাখার সুপারিশ,corpus_expansion_5000,0.17921858498670093,0,0
v18_1018,ঢাকা ওয়াসার ১১ খাতে দুর্নীতি,corpus_expansion_5000,0.256331041900298,0,1
v18_1583,চাঁদপুরে ‘শিবিরের’ হামলায় আহত ৩ পুলিশ,corpus_expansion_5000,0.24118960934263958,0,1
v18_1032,লক্ষ্মীপুরে নিহত ২,corpus_expansion_5000,0.3921913672632442,0,1
v18_1718,"ঠাকুরগাঁওয়ে কিশোরীকে ‘ধর্ষণ’, যুবক গ্রেপ্তার",corpus_expansion_5000,0.15317030393141737,0,1
v18_1281,কিশোরগঞ্জ থানায় ‘ছাত্রলীগের হামলা’,corpus_expansion_5000,0.16910132416987506,0,1
v18_2498,সিরাজগঞ্জে হামলায় আহত ছাত্রদল নেতা,corpus_expansion_5000,0.1384003364158388,0,1
v18_3350,ফেনীতে পেট্রোল বোমা ও লোহার কাঁটা উদ্ধার,corpus_expansion_5000,0.30717771780997927,0,0
v18_0517,ঢাকার দুই সিটিতে উপসচিবদের ডেঙ্গু প্রতিরোধ সেল করছে সরকার,new_mid_w1_p0,0.0945363922261271,0,0
v18_1747,গৃহবধূকে ধর্ষণের পর হত্যা!,corpus_expansion_5000,0.4708777597412107,1,1
v18_4652,রেকর্ডসংখ্যক ভোটার উপস্থিতির আহ্বান মোদির,corpus_expansion_5000,0.1353199798207458,0,0
v18_3732,ডিএসইতে দিনভর সূচকের ওঠানামা,corpus_expansion_5000,0.3816072118018177,0,0
v18_0668,সংঘাত নিরসনে সংলাপকেই একমাত্র পথ মনে করে পাকিস্তানিরা,v17_reused,0.1284435575360204,0,0
v18_4059,বাংলাদেশ-ভারত সীমান্ত হাটে আগ্রহী বিশ্ব ব্যাংক,corpus_expansion_5000,0.28147015692111366,0,0
v18_3026,বিদ্যালয়ের স্বীকৃতি স্থগিত থাকলেও পরীক্ষা দিচ্ছে শিক্ষার্থীরা,corpus_expansion_5000,0.15766339248712483,0,0
v18_4932,মালদ্বীপের সাবেক পররাষ্ট্রমন্ত্রী নোয়াখালীর পুত্রবধূ,corpus_expansion_5000,0.6924400071252398,1,0
v18_3286,থেরাপ বিডি কর্মীদের বেতন ইবিএল অ্যাকাউন্টে,corpus_expansion_5000,0.2811603874862428,0,0
v18_2650,যুবক হত্যায় চারজনের মৃত্যুদণ্ড,corpus_expansion_5000,0.1395123938491532,0,1
v18_4453,আমি সারা রাত না খেয়েই ছিলাম,corpus_expansion_5000,0.13084259476394489,0,0
v18_3192,ময়মনসিংহ থেকে সব রুটে বাস চলাচল বন্ধ,corpus_expansion_5000,0.14687679629681868,0,0
v18_2124,১৩ এপিল: বাণী চিরন্তনী,corpus_expansion_5000,0.3921913672632442,0,1
v18_3375,শিক্ষকরা দায়িত্বশীল হলেই স্বাভাবিক করা সম্ভব,corpus_expansion_5000,0.31040808473842585,0,0
v18_3392,আগামী সংসদ নির্বাচনে ইভিএম ব্যবহার করা হতে পারে : সিইসি,corpus_expansion_5000,0.17534823506544606,0,0
v18_3485,"প্রবাসীদের ইনকামিং কল যায় কোথায়, সাহারার প্রশ্ন",corpus_expansion_5000,0.0945363922261271,0,0
v18_0759,মাহমুদউল্লাহর পাশে মুশফিক,new_mid_w1_p0,0.8269998396402619,1,0
v18_3379,আইনমন্ত্রীর নেতৃত্বে ফিলিপাইন যাচ্ছে প্রতিনিধিদল,corpus_expansion_5000,0.0945363922261271,0,0
v18_4440,"আর্জেন্টিনার সামনে ইকুয়েডর, ব্রাজিলের প্রতিপক্ষ প্যারাগুয়ে",corpus_expansion_5000,0.3250969449030547,0,0
v18_2526,২১ আগস্ট হামলা: আসামির অস্বাভাবিক আচরণে অভিযোগ গঠন পিছিয়ে গেল,corpus_expansion_5000,0.0945363922261271,0,1
v18_4858,না.গঞ্জে নারী মাদক বিক্রেতার কারাদণ্ড,corpus_expansion_5000,0.3767950318890987,0,0
v18_0907,ধানের সঙ্গে শত্রুতা!,corpus_expansion_5000,0.8516062024164845,1,1
v18_2683,চট্টগ্রামে তিন কিশোরীকে আটকে রেখে ধর্ষণ,corpus_expansion_5000,0.18390866476300863,0,1
v18_0214,বিদ্যুৎ ও গ্যাসের মূল্য বৃদ্ধির উদ্যোগের বিরুদ্ধে আন্দোলন গণফোরামের,v17_reused,0.23138828634415198,0,0
v18_3331,"প্রধান সহকারী পলাতক, আটকে আছে বেতন",corpus_expansion_5000,0.22311587068072297,0,0
v18_4458,"আশুলিয়ায় কারখানায় আগুন, হুড়োহুড়িতে আহত ২০",corpus_expansion_5000,0.1133379569328199,0,0
v18_0693,সামির প্রতি গেইলের সমর্থন,v17_reused,0.2860730847351194,0,0
v18_1503,১৪ ম্যাচে ১৩টিতেই হার বাংলাদেশের!,corpus_expansion_5000,0.8849869545165577,1,1
v18_2414,‘বাইতুল বিলাল’ ও গুডস হিল ফাঁকা!,corpus_expansion_5000,0.7000714023610185,1,1
v18_2118,বাড্ডায় রাতে আটক আসামি ‘বন্দুকযুদ্ধে’ নিহত,corpus_expansion_5000,0.16079228470839807,0,1
v18_3858,"সাগরে মিলছে না মাছ, শুঁটকি পল্লী ছাড়ছেন জেলেরা",corpus_expansion_5000,0.2179237930490512,0,0
v18_2462,ব্রাহ্মণবাড়িয়ায় গ্রেপ্তারের পর ‘বন্দুকযুদ্ধে’ নিহত ২,corpus_expansion_5000,0.18278811559228655,0,1
v18_3635,"কলকারখানা বন্ধ জাপানে, অর্থনীতি হুমকির মুখে",corpus_expansion_5000,0.12696031229635465,0,0
v18_4105,ইতালিতে টাঙ্গাইলের দুই সাংসদকে সংবর্ধনা,corpus_expansion_5000,0.32263931900913917,0,0
v18_4478,জিততেই হবে কিংসকে,corpus_expansion_5000,0.7139774023952976,1,0
v18_0196,এমন পুরুষকে শাস্তি দিতে পারে নারীই,new_low_w0_pany,0.5796551237496729,1,0
v18_4667,ছয়টিতে জাতীয় পার্টি ও জামায়াতের প্রার্থী নেই,corpus_expansion_5000,0.15726380251086222,0,0
v18_1543,ভারতে ‘ধর্ষণের শিকার’ জার্মান পর্যটক,corpus_expansion_5000,0.13957424974302188,0,1
v18_1330,ধর্ষণ মামলার সময় বেঁধে দিন,corpus_expansion_5000,0.18854739780300583,0,1
v18_0879,বিএনপির মিছিলে হামলা,corpus_expansion_5000,0.25970848315275524,0,1
v18_4502,নাটোরে জমি নিয়ে দুই পরিবারের সংঘর্ষে নিহত ১,corpus_expansion_5000,0.16079228470839807,0,0
v18_3501,বান্দরবানে পরীক্ষামূলকভাবে চা উৎপাদন শুরু,corpus_expansion_5000,0.16079228470839807,0,0
v18_3894,সিরাজগঞ্জে শিক্ষার্থীদের বৃত্তি-সম্মাননা,corpus_expansion_5000,0.2658202322195692,0,0
v18_4990,এয়ারটেল ও ইউক্যাশের মধ্যে চুক্তি,corpus_expansion_5000,0.28008474130873345,0,0
v18_0887,‘সাকার উপস্থিতিতে গুলি করে মারা হয় ৫ জনকে’,corpus_expansion_5000,0.22996443824481475,0,1
v18_1345,কান চলচ্চিত্র উৎসব: প্রথম দিনেই ‘ধর্ষণ’ নিয়ে কৌতুক,corpus_expansion_5000,0.8603520433712121,1,1
v18_0068,দীর্ঘাঙ্গীদের ক্যানসারের ঝুঁকি!,new_mid_w0_p0,0.475625440898493,1,0
v18_4210,চট্টগ্রামে ট্রেনের ধাক্কায় শ্রমিক নিহতের ঘটনায় মামলা,corpus_expansion_5000,0.24075326040039874,0,0
v18_1815,যুক্তরাষ্ট্রের পার্কে গুলিতে আহত ১৬,corpus_expansion_5000,0.13538536467280635,0,1
v18_0568,ঢাকা ছাড়লেন ২১৪ জন কানাডিয়ান,new_mid_w0_p0,0.3921913672632442,0,0
v18_2167,মাগুরায় ‘বন্দুকযুদ্ধে’ যুবক নিহত,corpus_expansion_5000,0.1565224472613618,0,1
v18_0096,এনসিসি ব্যাংকের অর্ধবার্ষিক ব্যবসায়িক সম্মেলন,new_high_w1_pany,0.2344844413536289,0,1
v18_4181,"অলির দাওয়াত নিয়ে মান্নার বাসায় সেলিম, আজ দুদলের সংবাদ সম্মেলন",corpus_expansion_5000,0.36626720586661443,0,0
v18_3353,ঢাকা-রংপুর মহাসড়কে আলু চাষিদের অবরোধ,corpus_expansion_5000,0.7570371679004028,1,0
v18_0139,আর্জেন্টিনা দলে আছেন মেসি,new_mid_w1_p1,0.6920738657088753,1,1
v18_4954,স্টেম সেল পরীক্ষার সবুজ সংকেত পেল ব্রিটিশ ফার্ম,corpus_expansion_5000,0.2060688837501653,0,0
v18_2602,মালয়েশিয়া যাওয়ার চেষ্টাকালে আটক ৬,corpus_expansion_5000,0.17577706886254474,0,1
v18_4023,পূজা মন্ডপে ৩৯ হাজার আনসার মোতায়েন,corpus_expansion_5000,0.1353199798207458,0,0
v18_4772,গিগসের সামনে অনেক প্রশ্ন,corpus_expansion_5000,0.6212402787211939,1,0
v18_1606,অবিশ্বাস্য হেরাথ!,corpus_expansion_5000,0.999526831971809,1,1
v18_1629,বনানীর ধর্ষণ মামলা,corpus_expansion_5000,0.08958375351262997,0,1
v18_1539,ফেসবুকে ‘#বিদায়’ স্ট্যাটাস দিয়ে তরুণের আত্মহত্যা!,corpus_expansion_5000,0.6240807500853555,1,1
v18_1694,জঙ্গি বিরোধী অভিযান শেষ : ১৪ হাজারে জঙ্গি ১৯৪,corpus_expansion_5000,0.1853662927697712,0,1
v18_2059,ফরিদপুরে বাস-ট্রাক সংঘর্ষে চালকসহ নিহত ২,corpus_expansion_5000,0.29463307552696333,0,1
v18_0463,ওডিশায় থাবা মেরে তিতলি যাচ্ছে পশ্চিমবঙ্গে,v17_reused,0.30093381222399707,0,0
v18_2330,দিনদুপুরে গুলি র্যাব কর্মকর্তাকে,corpus_expansion_5000,0.17491898592996105,0,1
v18_3043,১৩২০ মেগাওয়াট বিদ্যুৎকেন্দ্র স্থাপন হচ্ছে মহেশখালীতে,corpus_expansion_5000,0.24767096429543195,0,0
v18_4734,প্রচার-বিজ্ঞাপনে ঢাকা মুক্তিযুদ্ধের ভাস্কর্য!,corpus_expansion_5000,0.8553113535814503,1,0
v18_0594,মুশফিক কেন নিচে ব্যাটিং করেন?,v17_reused,0.828725972464913,1,0
v18_3814,ভারতে শত শত টন সোনা যায় কোথায়?,corpus_expansion_5000,0.7335605413829477,1,0
v18_0625,এই সহিংস শক্তিকে নিষিদ্ধ করতেই হবে,new_high_w1_pany,0.2174329183771929,0,0
v18_0450,"আ.লীগ ‘এখনই’ চায়, বিএনপির ‘না’",new_mid_w0_p0,0.431933173223743,1,0
v18_1499,আতঙ্ক থেকেই সরকারের ‘মামলার কৌশল’: রিজভী,corpus_expansion_5000,0.20520857548482635,0,1
v18_2456,"জাবি ছাত্রলীগে পাল্টাপাল্টি হামলা, আহত ৮",corpus_expansion_5000,0.08898505803892827,0,1
v18_4722,নবীগঞ্জে ভাতিজাকে নির্যাতনের ভিডিও পাঠিয়ে ভাবির কাছে টাকা দাবি!,corpus_expansion_5000,0.8565452898312056,1,0
v18_2984,বিদেশগামী যাত্রীদের করোনা পরীক্ষার ফি সর্বোচ্চ ৩ হাজার টাকা,corpus_expansion_5000,0.2601425988962303,0,0
v18_1569,জঙ্গি সন্দেহে ৪ নারী গ্রেপ্তার,corpus_expansion_5000,0.10711505246201655,0,1
v18_1034,দিয়াশলাই নিয়ে সংঘর্ষে নিহত ১,corpus_expansion_5000,0.3921913672632442,0,1
v18_3518,রমজানে ব্যাংক ও পুঁজিবাজারের অফিস সূচি,corpus_expansion_5000,0.1476023763660605,0,0
v18_1557,ভারতে ট্রেন দুর্ঘটনায় নিহত ১৫,corpus_expansion_5000,0.16079228470839807,0,1
v18_3624,ফাইনাল খেলেই ওয়ানডেকে বিদায় ক্লার্কের,corpus_expansion_5000,0.5243130518360242,1,0
v18_4664,সোমবার ঢাকায় এসেই কোহলিদের অনুশীলন,corpus_expansion_5000,0.3752431354790696,0,0
v18_0150,আশুলিয়ায় অস্ত্রসহ তিন ‘ডাকাত’ গ্রেপ্তার,new_mid_w0_p0,0.186677684723329,0,0
v18_1420,সরকারি পৃষ্ঠপোষকতায় ২১ আগস্ট হামলা হয়: হানিফ,corpus_expansion_5000,0.3106077524538265,0,1
v18_2011,কম্পিউটার ছাড়াই রাখির কীর্তি!,corpus_expansion_5000,0.7577048528648269,1,1
v18_2686,সন্ত্রাসবাদ দক্ষিণ এশিয়ার চ্যালেঞ্জ: চন্দ্রিকা,corpus_expansion_5000,0.30093381222399707,0,1
v18_1786,ট্রাক-অটোরিকশা সংঘর্ষে নিহত ৬,corpus_expansion_5000,0.2895705106934872,0,1
v18_0088,আমাদের দুটি উইকেট বেশি পড়েছে: রাজ্জাক,new_mid_w0_p0,0.6211206420662264,1,0
v18_0457,বাড়াবাড়ির গুলিবর্ষণ,new_mid_w0_p0,0.18361223420384012,0,0
v18_1305,বানিয়াচংয়ে দু’দলের সংঘর্ষ,corpus_expansion_5000,0.1353199798207458,0,1
v18_2925,"মেঘনায় তলা ফাটল লঞ্চের, যাত্রীদের রক্ষা",corpus_expansion_5000,0.8251239609220575,1,0
